AGE,CI_LOWER,CI_UPPER,COUNT,EVENT_TYPE,POPULATION,RACE,RATE,SEX,SITE,YEAR,RATE == as.numeric(RATE)
40-44,15.3,16.8,1630,Incidence,10166657,All Races,16,Male and Female,Cervix,2015,FALSE
45-49,14.0,15.5,1545,Incidence,10499497,All Races,14.7,Male and Female,Cervix,2015,TRUE
5-9,~,~,~,Incidence,10022647,All Races,NA,Male and Female,Cervix,2015,NA
50-54,11.9,13.2,1426,Incidence,11352272,All Races,12.6,Male and Female,Cervix,2015,TRUE
55-59,12.2,13.5,1439,Incidence,11193070,All Races,12.9,Male and Female,Cervix,2015,TRUE
60-64,11.2,12.6,1184,Incidence,9942405,All Races,11.9,Male and Female,Cervix,2015,TRUE
65-69,10.0,11.4,908,Incidence,8466849,All Races,10.7,Male and Female,Cervix,2015,TRUE
70-74,9.2,10.8,616,Incidence,6186493,All Races,10,Male and Female,Cervix,2015,FALSE
75-79,8.2,10.0,411,Incidence,4511897,All Races,9.1,Male and Female,Cervix,2015,TRUE
80-84,8.4,10.5,319,Incidence,3385893,All Races,9.4,Male and Female,Cervix,2015,TRUE
85+,6.7,8.4,309,Incidence,4108099,All Races,7.5,Male and Female,Cervix,2015,TRUE
<1,~,~,~,Incidence,1946457,All Races,NA,Male and Female,Cervix,2015,NA
1-4,~,~,~,Incidence,15931436,All Races,NA,Male and Female,Colon and Rectum,2015,NA
10-14,0.4,0.6,111,Incidence,20610350,All Races,0.5,Male and Female,Colon and Rectum,2015,TRUE
15-19,1.2,1.5,275,Incidence,21094434,All Races,1.3,Male and Female,Colon and Rectum,2015,TRUE
20-24,1.8,2.2,452,Incidence,22686787,All Races,2,Male and Female,Colon and Rectum,2015,FALSE
25-29,3.0,3.4,715,Incidence,22426168,All Races,3.2,Male and Female,Colon and Rectum,2015,TRUE
30-34,5.9,6.6,1356,Incidence,21654323,All Races,6.3,Male and Female,Colon and Rectum,2015,TRUE
35-39,10.6,11.5,2245,Incidence,20343383,All Races,11,Male and Female,Colon and Rectum,2015,FALSE
40-44,19.1,20.3,3970,Incidence,20180005,All Races,19.7,Male and Female,Colon and Rectum,2015,TRUE
45-49,33.5,35.1,7142,Incidence,20812701,All Races,34.3,Male and Female,Colon and Rectum,2015,TRUE
5-9,0.1,0.2,24,Incidence,20475944,All Races,0.1,Male and Female,Colon and Rectum,2015,TRUE
50-54,59.9,62.0,13593,Incidence,22297094,All Races,61,Male and Female,Colon and Rectum,2015,FALSE
55-59,68.2,70.5,15097,Incidence,21771220,All Races,69.3,Male and Female,Colon and Rectum,2015,TRUE
60-64,89.1,91.8,17217,Incidence,19043163,All Races,90.4,Male and Female,Colon and Rectum,2015,TRUE
65-69,117.5,120.9,19132,Incidence,16054007,All Races,119.2,Male and Female,Colon and Rectum,2015,TRUE
70-74,143.3,147.7,16699,Incidence,11478113,All Races,145.5,Male and Female,Colon and Rectum,2015,TRUE
75-79,190.5,196.5,15713,Incidence,8120431,All Races,193.5,Male and Female,Colon and Rectum,2015,TRUE
80-84,226.7,234.5,13366,Incidence,5797402,All Races,230.6,Male and Female,Colon and Rectum,2015,TRUE
85+,246.5,254.3,15719,Incidence,6278584,All Races,250.4,Male and Female,Colon and Rectum,2015,TRUE
<1,~,~,~,Incidence,3984294,All Races,NA,Male and Female,Colon and Rectum,2015,NA
1-4,~,~,~,Incidence,7783939,All Races,NA,Male and Female,"Corpus and Uterus, NOS",2015,NA
10-14,~,~,~,Incidence,10095577,All Races,NA,Male and Female,"Corpus and Uterus, NOS",2015,NA
15-19,~,~,~,Incidence,10304470,All Races,NA,Male and Female,"Corpus and Uterus, NOS",2015,NA
20-24,0.4,0.7,61,Incidence,11041123,All Races,0.6,Male and Female,"Corpus and Uterus, NOS",2015,TRUE
25-29,1.9,2.4,237,Incidence,11026945,All Races,2.1,Male and Female,"Corpus and Uterus, NOS",2015,TRUE
30-34,4.9,5.8,576,Incidence,10772852,All Races,5.3,Male and Female,"Corpus and Uterus, NOS",2015,TRUE
35-39,10.2,11.4,1098,Incidence,10184544,All Races,10.8,Male and Female,"Corpus and Uterus, NOS",2015,TRUE
40-44,16.3,17.9,1741,Incidence,10166657,All Races,17.1,Male and Female,"Corpus and Uterus, NOS",2015,TRUE
45-49,26.2,28.2,2855,Incidence,10499497,All Races,27.2,Male and Female,"Corpus and Uterus, NOS",2015,TRUE
5-9,~,~,~,Incidence,10022647,All Races,NA,Male and Female,"Corpus and Uterus, NOS",2015,NA
50-54,46.9,49.5,5467,Incidence,11352272,All Races,48.2,Male and Female,"Corpus and Uterus, NOS",2015,TRUE
55-59,76.4,79.6,8729,Incidence,11193070,All Races,78,Male and Female,"Corpus and Uterus, NOS",2015,FALSE
60-64,100.3,104.2,10165,Incidence,9942405,All Races,102.2,Male and Female,"Corpus and Uterus, NOS",2015,TRUE
65-69,111.4,116.0,9627,Incidence,8466849,All Races,113.7,Male and Female,"Corpus and Uterus, NOS",2015,TRUE
70-74,98.9,103.9,6272,Incidence,6186493,All Races,101.4,Male and Female,"Corpus and Uterus, NOS",2015,TRUE
75-79,84.3,89.8,3926,Incidence,4511897,All Races,87,Male and Female,"Corpus and Uterus, NOS",2015,FALSE
80-84,66.5,72.2,2347,Incidence,3385893,All Races,69.3,Male and Female,"Corpus and Uterus, NOS",2015,TRUE
85+,46.5,50.8,1997,Incidence,4108099,All Races,48.6,Male and Female,"Corpus and Uterus, NOS",2015,TRUE
<1,~,~,~,Incidence,1946457,All Races,NA,Male and Female,"Corpus and Uterus, NOS",2015,NA
1-4,~,~,~,Incidence,15931436,All Races,NA,Male and Female,Esophagus,2015,NA
10-14,~,~,~,Incidence,20610350,All Races,NA,Male and Female,Esophagus,2015,NA
15-19,~,~,~,Incidence,21094434,All Races,NA,Male and Female,Esophagus,2015,NA
20-24,~,~,~,Incidence,22686787,All Races,NA,Male and Female,Esophagus,2015,NA
25-29,0.0,0.1,16,Incidence,22426168,All Races,0.1,Male and Female,Esophagus,2015,TRUE
30-34,0.1,0.2,31,Incidence,21654323,All Races,0.1,Male and Female,Esophagus,2015,TRUE
35-39,0.4,0.5,89,Incidence,20343383,All Races,0.4,Male and Female,Esophagus,2015,TRUE
40-44,1.0,1.3,226,Incidence,20180005,All Races,1.1,Male and Female,Esophagus,2015,TRUE
45-49,2.4,2.9,555,Incidence,20812701,All Races,2.7,Male and Female,Esophagus,2015,TRUE
5-9,~,~,~,Incidence,20475944,All Races,NA,Male and Female,Esophagus,2015,NA
50-54,4.9,5.5,1168,Incidence,22297094,All Races,5.2,Male and Female,Esophagus,2015,TRUE
55-59,9.3,10.1,2117,Incidence,21771220,All Races,9.7,Male and Female,Esophagus,2015,TRUE
60-64,13.8,14.9,2736,Incidence,19043163,All Races,14.4,Male and Female,Esophagus,2015,TRUE
65-69,18.2,19.5,3024,Incidence,16054007,All Races,18.8,Male and Female,Esophagus,2015,TRUE
70-74,21.9,23.7,2618,Incidence,11478113,All Races,22.8,Male and Female,Esophagus,2015,TRUE
75-79,23.8,26.0,2018,Incidence,8120431,All Races,24.9,Male and Female,Esophagus,2015,TRUE
80-84,24.2,26.8,1477,Incidence,5797402,All Races,25.5,Male and Female,Esophagus,2015,TRUE
85+,21.3,23.7,1410,Incidence,6278584,All Races,22.5,Male and Female,Esophagus,2015,TRUE
<1,~,~,~,Incidence,3984294,All Races,NA,Male and Female,Esophagus,2015,NA
1-4,~,~,~,Incidence,7783939,All Races,NA,Male and Female,Female Breast,2015,NA
10-14,~,~,~,Incidence,10095577,All Races,NA,Male and Female,Female Breast,2015,NA
15-19,~,~,~,Incidence,10304470,All Races,NA,Male and Female,Female Breast,2015,NA
20-24,1.3,1.8,173,Incidence,11041123,All Races,1.6,Male and Female,Female Breast,2015,TRUE
25-29,9.4,10.6,1102,Incidence,11026945,All Races,10,Male and Female,Female Breast,2015,FALSE
30-34,28.3,30.3,3154,Incidence,10772852,All Races,29.3,Male and Female,Female Breast,2015,TRUE
35-39,61.0,64.1,6368,Incidence,10184544,All Races,62.5,Male and Female,Female Breast,2015,TRUE
40-44,125.2,129.6,12954,Incidence,10166657,All Races,127.4,Male and Female,Female Breast,2015,TRUE
45-49,189.3,194.6,20157,Incidence,10499497,All Races,192,Male and Female,Female Breast,2015,FALSE
5-9,~,~,~,Incidence,10022647,All Races,NA,Male and Female,Female Breast,2015,NA
50-54,224.4,230.0,25789,Incidence,11352272,All Races,227.2,Male and Female,Female Breast,2015,TRUE
55-59,262.0,268.0,29663,Incidence,11193070,All Races,265,Male and Female,Female Breast,2015,FALSE
60-64,334.3,341.5,33592,Incidence,9942405,All Races,337.9,Male and Female,Female Breast,2015,TRUE
65-69,421.1,429.9,36024,Incidence,8466849,All Races,425.5,Male and Female,Female Breast,2015,TRUE
70-74,461.4,472.2,28877,Incidence,6186493,All Races,466.8,Male and Female,Female Breast,2015,TRUE
75-79,444.6,457.0,20340,Incidence,4511897,All Races,450.8,Male and Female,Female Breast,2015,TRUE
80-84,399.7,413.3,13763,Incidence,3385893,All Races,406.5,Male and Female,Female Breast,2015,TRUE
85+,316.8,327.9,13241,Incidence,4108099,All Races,322.3,Male and Female,Female Breast,2015,TRUE
<1,~,~,~,Incidence,1946457,All Races,NA,Male and Female,Female Breast,2015,NA
1-4,~,~,~,Incidence,7783939,All Races,NA,Male and Female,"Female Breast, <i>in situ</i>",2015,NA
10-14,~,~,~,Incidence,10095577,All Races,NA,Male and Female,"Female Breast, <i>in situ</i>",2015,NA
15-19,~,~,~,Incidence,10304470,All Races,NA,Male and Female,"Female Breast, <i>in situ</i>",2015,NA
20-24,0.1,0.3,23,Incidence,11041123,All Races,0.2,Male and Female,"Female Breast, <i>in situ</i>",2015,TRUE
25-29,0.6,0.9,82,Incidence,11026945,All Races,0.7,Male and Female,"Female Breast, <i>in situ</i>",2015,TRUE
30-34,2.6,3.3,315,Incidence,10772852,All Races,2.9,Male and Female,"Female Breast, <i>in situ</i>",2015,TRUE
35-39,8.8,10.0,954,Incidence,10184544,All Races,9.4,Male and Female,"Female Breast, <i>in situ</i>",2015,TRUE
40-44,37.6,40.0,3943,Incidence,10166657,All Races,38.8,Male and Female,"Female Breast, <i>in situ</i>",2015,TRUE
45-49,57.3,60.3,6171,Incidence,10499497,All Races,58.8,Male and Female,"Female Breast, <i>in situ</i>",2015,TRUE
5-9,~,~,~,Incidence,10022647,All Races,NA,Male and Female,"Female Breast, <i>in situ</i>",2015,NA
50-54,67.9,71.0,7885,Incidence,11352272,All Races,69.5,Male and Female,"Female Breast, <i>in situ</i>",2015,TRUE
55-59,68.1,71.2,7793,Incidence,11193070,All Races,69.6,Male and Female,"Female Breast, <i>in situ</i>",2015,TRUE
60-64,80.9,84.5,8222,Incidence,9942405,All Races,82.7,Male and Female,"Female Breast, <i>in situ</i>",2015,TRUE
65-69,100.6,105.0,8703,Incidence,8466849,All Races,102.8,Male and Female,"Female Breast, <i>in situ</i>",2015,TRUE
70-74,98.9,103.9,6273,Incidence,6186493,All Races,101.4,Male and Female,"Female Breast, <i>in situ</i>",2015,TRUE
75-79,82.3,87.7,3832,Incidence,4511897,All Races,84.9,Male and Female,"Female Breast, <i>in situ</i>",2015,TRUE
80-84,55.7,60.9,1972,Incidence,3385893,All Races,58.2,Male and Female,"Female Breast, <i>in situ</i>",2015,TRUE
85+,23.3,26.4,1020,Incidence,4108099,All Races,24.8,Male and Female,"Female Breast, <i>in situ</i>",2015,TRUE
<1,~,~,~,Incidence,1946457,All Races,NA,Male and Female,"Female Breast, <i>in situ</i>",2015,NA
1-4,~,~,~,Incidence,15931436,All Races,NA,Male and Female,Hodgkin Lymphoma,2015,NA
10-14,1.1,1.5,266,Incidence,20610350,All Races,1.3,Male and Female,Hodgkin Lymphoma,2015,TRUE
15-19,2.9,3.4,663,Incidence,21094434,All Races,3.1,Male and Female,Hodgkin Lymphoma,2015,TRUE
20-24,3.7,4.2,886,Incidence,22686787,All Races,3.9,Male and Female,Hodgkin Lymphoma,2015,TRUE
25-29,3.7,4.2,891,Incidence,22426168,All Races,4,Male and Female,Hodgkin Lymphoma,2015,FALSE
30-34,3.6,4.1,828,Incidence,21654323,All Races,3.8,Male and Female,Hodgkin Lymphoma,2015,TRUE
35-39,2.8,3.3,622,Incidence,20343383,All Races,3.1,Male and Female,Hodgkin Lymphoma,2015,TRUE
40-44,2.6,3.0,562,Incidence,20180005,All Races,2.8,Male and Female,Hodgkin Lymphoma,2015,TRUE
45-49,2.4,2.8,534,Incidence,20812701,All Races,2.6,Male and Female,Hodgkin Lymphoma,2015,TRUE
5-9,0.3,0.5,80,Incidence,20475944,All Races,0.4,Male and Female,Hodgkin Lymphoma,2015,TRUE
50-54,2.3,2.7,564,Incidence,22297094,All Races,2.5,Male and Female,Hodgkin Lymphoma,2015,TRUE
55-59,2.3,2.7,547,Incidence,21771220,All Races,2.5,Male and Female,Hodgkin Lymphoma,2015,TRUE
60-64,2.5,3.0,523,Incidence,19043163,All Races,2.7,Male and Female,Hodgkin Lymphoma,2015,TRUE
65-69,2.9,3.4,502,Incidence,16054007,All Races,3.1,Male and Female,Hodgkin Lymphoma,2015,TRUE
70-74,3.4,4.1,425,Incidence,11478113,All Races,3.7,Male and Female,Hodgkin Lymphoma,2015,TRUE
75-79,3.5,4.4,319,Incidence,8120431,All Races,3.9,Male and Female,Hodgkin Lymphoma,2015,TRUE
80-84,3.4,4.5,228,Incidence,5797402,All Races,3.9,Male and Female,Hodgkin Lymphoma,2015,TRUE
85+,2.3,3.2,172,Incidence,6278584,All Races,2.7,Male and Female,Hodgkin Lymphoma,2015,TRUE
<1,~,~,~,Incidence,3984294,All Races,NA,Male and Female,Hodgkin Lymphoma,2015,NA
1-4,~,~,~,Incidence,15931436,All Races,NA,Male and Female,Kaposi Sarcoma,2015,NA
10-14,~,~,~,Incidence,20610350,All Races,NA,Male and Female,Kaposi Sarcoma,2015,NA
15-19,~,~,~,Incidence,21094434,All Races,NA,Male and Female,Kaposi Sarcoma,2015,NA
20-24,0.1,0.3,43,Incidence,22686787,All Races,0.2,Male and Female,Kaposi Sarcoma,2015,TRUE
25-29,0.5,0.7,124,Incidence,22426168,All Races,0.6,Male and Female,Kaposi Sarcoma,2015,TRUE
30-34,0.5,0.7,129,Incidence,21654323,All Races,0.6,Male and Female,Kaposi Sarcoma,2015,TRUE
35-39,0.4,0.5,90,Incidence,20343383,All Races,0.4,Male and Female,Kaposi Sarcoma,2015,TRUE
40-44,0.4,0.6,95,Incidence,20180005,All Races,0.5,Male and Female,Kaposi Sarcoma,2015,TRUE
45-49,0.5,0.7,130,Incidence,20812701,All Races,0.6,Male and Female,Kaposi Sarcoma,2015,TRUE
5-9,~,~,~,Incidence,20475944,All Races,NA,Male and Female,Kaposi Sarcoma,2015,NA
50-54,0.4,0.6,103,Incidence,22297094,All Races,0.5,Male and Female,Kaposi Sarcoma,2015,TRUE
55-59,0.3,0.5,84,Incidence,21771220,All Races,0.4,Male and Female,Kaposi Sarcoma,2015,TRUE
60-64,0.2,0.3,46,Incidence,19043163,All Races,0.2,Male and Female,Kaposi Sarcoma,2015,TRUE
65-69,0.3,0.5,59,Incidence,16054007,All Races,0.4,Male and Female,Kaposi Sarcoma,2015,TRUE
70-74,0.4,0.6,55,Incidence,11478113,All Races,0.5,Male and Female,Kaposi Sarcoma,2015,TRUE
75-79,0.5,0.8,51,Incidence,8120431,All Races,0.6,Male and Female,Kaposi Sarcoma,2015,TRUE
80-84,0.7,1.3,57,Incidence,5797402,All Races,1,Male and Female,Kaposi Sarcoma,2015,FALSE
85+,1.2,1.8,93,Incidence,6278584,All Races,1.5,Male and Female,Kaposi Sarcoma,2015,TRUE
<1,~,~,~,Incidence,3984294,All Races,NA,Male and Female,Kaposi Sarcoma,2015,NA
1-4,1.9,2.4,343,Incidence,15931436,All Races,2.2,Male and Female,Kidney and Renal Pelvis,2015,TRUE
10-14,0.1,0.3,38,Incidence,20610350,All Races,0.2,Male and Female,Kidney and Renal Pelvis,2015,TRUE
15-19,0.2,0.3,53,Incidence,21094434,All Races,0.3,Male and Female,Kidney and Renal Pelvis,2015,TRUE
20-24,0.4,0.6,120,Incidence,22686787,All Races,0.5,Male and Female,Kidney and Renal Pelvis,2015,TRUE
25-29,1.3,1.6,318,Incidence,22426168,All Races,1.4,Male and Female,Kidney and Renal Pelvis,2015,TRUE
30-34,3.1,3.6,728,Incidence,21654323,All Races,3.4,Male and Female,Kidney and Renal Pelvis,2015,TRUE
35-39,6.2,6.9,1340,Incidence,20343383,All Races,6.6,Male and Female,Kidney and Renal Pelvis,2015,TRUE
40-44,11.4,12.4,2399,Incidence,20180005,All Races,11.9,Male and Female,Kidney and Renal Pelvis,2015,TRUE
45-49,16.8,17.9,3606,Incidence,20812701,All Races,17.3,Male and Female,Kidney and Renal Pelvis,2015,TRUE
5-9,0.6,0.8,141,Incidence,20475944,All Races,0.7,Male and Female,Kidney and Renal Pelvis,2015,TRUE
50-54,25.1,26.4,5740,Incidence,22297094,All Races,25.7,Male and Female,Kidney and Renal Pelvis,2015,TRUE
55-59,34.6,36.2,7711,Incidence,21771220,All Races,35.4,Male and Female,Kidney and Renal Pelvis,2015,TRUE
60-64,46.0,47.9,8937,Incidence,19043163,All Races,46.9,Male and Female,Kidney and Renal Pelvis,2015,TRUE
65-69,61.4,63.8,10050,Incidence,16054007,All Races,62.6,Male and Female,Kidney and Renal Pelvis,2015,TRUE
70-74,68.7,71.8,8059,Incidence,11478113,All Races,70.2,Male and Female,Kidney and Renal Pelvis,2015,TRUE
75-79,72.1,75.9,6007,Incidence,8120431,All Races,74,Male and Female,Kidney and Renal Pelvis,2015,FALSE
80-84,65.3,69.6,3910,Incidence,5797402,All Races,67.4,Male and Female,Kidney and Renal Pelvis,2015,TRUE
85+,51.0,54.6,3316,Incidence,6278584,All Races,52.8,Male and Female,Kidney and Renal Pelvis,2015,TRUE
<1,1.7,2.6,83,Incidence,3984294,All Races,2.1,Male and Female,Kidney and Renal Pelvis,2015,TRUE
1-4,~,~,~,Incidence,15931436,All Races,NA,Male and Female,Larynx,2015,NA
10-14,~,~,~,Incidence,20610350,All Races,NA,Male and Female,Larynx,2015,NA
15-19,~,~,~,Incidence,21094434,All Races,NA,Male and Female,Larynx,2015,NA
20-24,~,~,~,Incidence,22686787,All Races,NA,Male and Female,Larynx,2015,NA
25-29,0.0,0.1,18,Incidence,22426168,All Races,0.1,Male and Female,Larynx,2015,TRUE
30-34,0.1,0.2,25,Incidence,21654323,All Races,0.1,Male and Female,Larynx,2015,TRUE
35-39,0.3,0.4,71,Incidence,20343383,All Races,0.3,Male and Female,Larynx,2015,TRUE
40-44,0.7,1.0,175,Incidence,20180005,All Races,0.9,Male and Female,Larynx,2015,TRUE
45-49,2.0,2.5,467,Incidence,20812701,All Races,2.2,Male and Female,Larynx,2015,TRUE
5-9,~,~,~,Incidence,20475944,All Races,NA,Male and Female,Larynx,2015,NA
50-54,4.9,5.5,1157,Incidence,22297094,All Races,5.2,Male and Female,Larynx,2015,TRUE
55-59,9.0,9.8,2037,Incidence,21771220,All Races,9.4,Male and Female,Larynx,2015,TRUE
60-64,10.7,11.6,2123,Incidence,19043163,All Races,11.1,Male and Female,Larynx,2015,TRUE
65-69,12.8,13.9,2146,Incidence,16054007,All Races,13.4,Male and Female,Larynx,2015,TRUE
70-74,14.0,15.4,1681,Incidence,11478113,All Races,14.6,Male and Female,Larynx,2015,TRUE
75-79,14.6,16.3,1252,Incidence,8120431,All Races,15.4,Male and Female,Larynx,2015,TRUE
80-84,11.9,13.7,741,Incidence,5797402,All Races,12.8,Male and Female,Larynx,2015,TRUE
85+,8.9,10.5,606,Incidence,6278584,All Races,9.7,Male and Female,Larynx,2015,TRUE
<1,~,~,~,Incidence,3984294,All Races,NA,Male and Female,Larynx,2015,NA
1-4,8.7,9.7,1468,Incidence,15931436,All Races,9.2,Male and Female,Leukemias,2015,TRUE
10-14,2.9,3.4,643,Incidence,20610350,All Races,3.1,Male and Female,Leukemias,2015,TRUE
15-19,3.0,3.5,690,Incidence,21094434,All Races,3.3,Male and Female,Leukemias,2015,TRUE
20-24,2.5,2.9,610,Incidence,22686787,All Races,2.7,Male and Female,Leukemias,2015,TRUE
25-29,2.8,3.3,689,Incidence,22426168,All Races,3.1,Male and Female,Leukemias,2015,TRUE
30-34,3.3,3.8,765,Incidence,21654323,All Races,3.5,Male and Female,Leukemias,2015,TRUE
35-39,4.2,4.8,919,Incidence,20343383,All Races,4.5,Male and Female,Leukemias,2015,TRUE
40-44,6.1,6.9,1311,Incidence,20180005,All Races,6.5,Male and Female,Leukemias,2015,TRUE
45-49,8.5,9.3,1851,Incidence,20812701,All Races,8.9,Male and Female,Leukemias,2015,TRUE
5-9,3.9,4.5,860,Incidence,20475944,All Races,4.2,Male and Female,Leukemias,2015,TRUE
50-54,12.5,13.4,2886,Incidence,22297094,All Races,12.9,Male and Female,Leukemias,2015,TRUE
55-59,18.0,19.2,4050,Incidence,21771220,All Races,18.6,Male and Female,Leukemias,2015,TRUE
60-64,26.7,28.2,5233,Incidence,19043163,All Races,27.5,Male and Female,Leukemias,2015,TRUE
65-69,39.8,41.8,6546,Incidence,16054007,All Races,40.8,Male and Female,Leukemias,2015,TRUE
70-74,54.0,56.8,6356,Incidence,11478113,All Races,55.4,Male and Female,Leukemias,2015,TRUE
75-79,69.4,73.1,5785,Incidence,8120431,All Races,71.2,Male and Female,Leukemias,2015,TRUE
80-84,81.3,86.0,4849,Incidence,5797402,All Races,83.6,Male and Female,Leukemias,2015,TRUE
85+,85.1,89.8,5489,Incidence,6278584,All Races,87.4,Male and Female,Leukemias,2015,TRUE
<1,3.8,5.1,176,Incidence,3984294,All Races,4.4,Male and Female,Leukemias,2015,TRUE
1-4,0.5,0.8,104,Incidence,15931436,All Races,0.7,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
10-14,0.1,0.2,29,Incidence,20610350,All Races,0.1,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
15-19,0.1,0.2,35,Incidence,21094434,All Races,0.2,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
20-24,0.1,0.3,46,Incidence,22686787,All Races,0.2,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
25-29,0.2,0.4,71,Incidence,22426168,All Races,0.3,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
30-34,0.4,0.6,115,Incidence,21654323,All Races,0.5,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
35-39,0.9,1.2,205,Incidence,20343383,All Races,1,Male and Female,Liver and Intrahepatic Bile Duct,2015,FALSE
40-44,1.7,2.1,381,Incidence,20180005,All Races,1.9,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
45-49,4.0,4.5,881,Incidence,20812701,All Races,4.2,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
5-9,0.1,0.2,28,Incidence,20475944,All Races,0.1,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
50-54,11.1,12.0,2584,Incidence,22297094,All Races,11.6,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
55-59,24.2,25.5,5412,Incidence,21771220,All Races,24.9,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
60-64,36.2,38.0,7065,Incidence,19043163,All Races,37.1,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
65-69,34.7,36.6,5723,Incidence,16054007,All Races,35.6,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
70-74,33.2,35.3,3931,Incidence,11478113,All Races,34.2,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
75-79,36.6,39.3,3082,Incidence,8120431,All Races,38,Male and Female,Liver and Intrahepatic Bile Duct,2015,FALSE
80-84,36.1,39.3,2182,Incidence,5797402,All Races,37.6,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
85+,29.4,32.2,1934,Incidence,6278584,All Races,30.8,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
<1,1.3,2.1,65,Incidence,3984294,All Races,1.6,Male and Female,Liver and Intrahepatic Bile Duct,2015,TRUE
1-4,0.1,0.2,16,Incidence,15931436,All Races,0.1,Male and Female,Lung and Bronchus,2015,TRUE
10-14,~,~,~,Incidence,20610350,All Races,NA,Male and Female,Lung and Bronchus,2015,NA
15-19,0.1,0.1,20,Incidence,21094434,All Races,0.1,Male and Female,Lung and Bronchus,2015,TRUE
20-24,0.2,0.4,69,Incidence,22686787,All Races,0.3,Male and Female,Lung and Bronchus,2015,TRUE
25-29,0.5,0.7,123,Incidence,22426168,All Races,0.5,Male and Female,Lung and Bronchus,2015,TRUE
30-34,1.0,1.3,244,Incidence,21654323,All Races,1.1,Male and Female,Lung and Bronchus,2015,TRUE
35-39,2.5,3.0,557,Incidence,20343383,All Races,2.7,Male and Female,Lung and Bronchus,2015,TRUE
40-44,6.9,7.6,1464,Incidence,20180005,All Races,7.3,Male and Female,Lung and Bronchus,2015,TRUE
45-49,18.5,19.7,3974,Incidence,20812701,All Races,19.1,Male and Female,Lung and Bronchus,2015,TRUE
5-9,~,~,~,Incidence,20475944,All Races,NA,Male and Female,Lung and Bronchus,2015,NA
50-54,50.5,52.4,11471,Incidence,22297094,All Races,51.4,Male and Female,Lung and Bronchus,2015,TRUE
55-59,97.6,100.3,21537,Incidence,21771220,All Races,98.9,Male and Female,Lung and Bronchus,2015,TRUE
60-64,150.0,153.5,28898,Incidence,19043163,All Races,151.8,Male and Female,Lung and Bronchus,2015,TRUE
65-69,233.4,238.2,37854,Incidence,16054007,All Races,235.8,Male and Female,Lung and Bronchus,2015,TRUE
70-74,343.6,350.4,39829,Incidence,11478113,All Races,347,Male and Female,Lung and Bronchus,2015,FALSE
75-79,404.7,413.5,33222,Incidence,8120431,All Races,409.1,Male and Female,Lung and Bronchus,2015,TRUE
80-84,402.4,412.8,23627,Incidence,5797402,All Races,407.5,Male and Female,Lung and Bronchus,2015,TRUE
85+,304.6,313.3,19399,Incidence,6278584,All Races,309,Male and Female,Lung and Bronchus,2015,FALSE
<1,~,~,~,Incidence,3984294,All Races,NA,Male and Female,Lung and Bronchus,2015,NA
1-4,~,~,~,Incidence,7783939,All Races,NA,Male and Female,Male and Female Breast,2015,NA
10-14,~,~,~,Incidence,10095577,All Races,NA,Male and Female,Male and Female Breast,2015,NA
15-19,~,~,~,Incidence,10304470,All Races,NA,Male and Female,Male and Female Breast,2015,NA
20-24,1.3,1.8,173,Incidence,11041123,All Races,1.6,Male and Female,Male and Female Breast,2015,TRUE
25-29,9.4,10.6,1102,Incidence,11026945,All Races,10,Male and Female,Male and Female Breast,2015,FALSE
30-34,28.3,30.3,3154,Incidence,10772852,All Races,29.3,Male and Female,Male and Female Breast,2015,TRUE
35-39,61.0,64.1,6368,Incidence,10184544,All Races,62.5,Male and Female,Male and Female Breast,2015,TRUE
40-44,125.2,129.6,12954,Incidence,10166657,All Races,127.4,Male and Female,Male and Female Breast,2015,TRUE
45-49,189.3,194.6,20157,Incidence,10499497,All Races,192,Male and Female,Male and Female Breast,2015,FALSE
5-9,~,~,~,Incidence,10022647,All Races,NA,Male and Female,Male and Female Breast,2015,NA
50-54,224.4,230.0,25789,Incidence,11352272,All Races,227.2,Male and Female,Male and Female Breast,2015,TRUE
55-59,262.0,268.0,29663,Incidence,11193070,All Races,265,Male and Female,Male and Female Breast,2015,FALSE
60-64,334.3,341.5,33592,Incidence,9942405,All Races,337.9,Male and Female,Male and Female Breast,2015,TRUE
65-69,421.1,429.9,36024,Incidence,8466849,All Races,425.5,Male and Female,Male and Female Breast,2015,TRUE
70-74,461.4,472.2,28877,Incidence,6186493,All Races,466.8,Male and Female,Male and Female Breast,2015,TRUE
